"ID","reg1","reg2","reg3","reg4","home","chld","hinc","genf","wrat","avhv","incm","inca","plow","npro","tgif","lgif","rgif","tdon","tlag","agif","donr","damt","part"
6800,0,1,0,0,0,3,4,1,7,142,18,35,36,49,67,16,12,16,3,12.89,0,0,"train"
6801,0,0,1,0,1,1,3,1,9,92,14,26,27,22,45,16,6,18,6,8.7,NA,NA,"test"
6802,0,1,0,0,1,1,4,1,7,168,64,64,13,86,133,13,11,17,6,10.04,1,14,"train"
6803,1,0,0,0,1,2,3,1,8,124,31,31,28,49,82,9,15,23,4,8.36,NA,NA,"test"
6804,1,0,0,0,1,0,4,1,8,179,20,45,29,108,183,27,25,17,6,15.31,1,16,"train"
6805,1,0,0,0,1,2,7,0,6,80,22,23,30,25,45,25,18,20,6,16.43,0,0,"train"
6806,0,1,0,0,1,0,4,1,9,98,27,35,13,108,156,10,6,16,4,5.57,1,13,"train"
6807,0,0,1,0,1,2,4,1,9,128,14,31,33,55,117,36,14,22,5,12.99,0,0,"train"
6808,0,0,0,1,1,2,4,0,8,253,50,70,4,49,73,38,20,23,5,15.46,0,0,"valid"
6809,0,1,0,0,1,2,3,0,8,137,36,39,7,113,237,16,8,24,5,8.65,1,12,"valid"
6810,1,0,0,0,1,0,6,1,7,206,29,58,17,111,209,38,28,20,4,22.93,1,17,"train"
6811,1,0,0,0,1,3,2,1,8,107,21,32,16,92,157,21,14,38,5,14.76,NA,NA,"test"
6812,0,1,0,0,1,0,2,0,5,309,89,89,2,70,108,25,17,14,4,9.31,1,15,"train"
6813,0,0,1,0,1,4,4,1,9,296,94,94,1,29,67,21,12,12,6,19.1,NA,NA,"test"
6814,1,0,0,0,1,2,4,1,9,161,36,50,12,37,67,16,7,20,3,6.58,1,13,"valid"
6815,1,0,0,0,1,3,2,0,9,112,16,33,18,21,158,158,111,13,6,38.24,NA,NA,"test"
6816,0,0,0,0,1,1,2,1,9,245,61,83,0,96,209,8,6,17,5,7.24,0,0,"train"
6817,1,0,0,0,1,3,2,0,5,232,39,58,6,58,81,14,9,17,3,7.36,NA,NA,"test"
6818,0,0,0,0,1,4,1,1,8,182,47,48,8,15,44,14,12,19,4,5.41,0,0,"train"
6819,1,0,0,0,1,0,6,0,9,210,36,59,11,56,70,5,4,14,3,4.99,NA,NA,"test"
6820,0,0,0,0,1,0,5,0,8,175,44,44,15,86,241,12,6,20,4,4.9,1,13,"valid"
6821,0,0,1,0,1,3,3,0,8,232,53,63,2,100,133,9,5,17,4,5.5,0,0,"train"
6822,0,1,0,0,0,2,5,1,8,221,32,40,5,44,77,5,4,28,6,3.78,0,0,"valid"
6823,0,0,1,0,1,4,5,0,9,150,42,47,10,26,69,18,14,9,5,11.35,0,0,"train"
6824,1,0,0,0,1,2,5,1,8,341,107,111,0,42,97,5,6,23,5,4.96,1,13,"train"
6825,1,0,0,0,1,0,4,1,8,83,26,26,24,41,80,12,9,17,4,7.83,1,13,"train"
6826,0,1,0,0,0,2,6,0,8,179,27,54,22,49,53,25,23,19,3,10.29,0,0,"valid"
6827,0,0,0,0,1,4,7,1,8,105,18,33,38,125,233,9,21,30,3,5.69,NA,NA,"test"
6828,0,0,1,0,1,0,4,1,5,298,62,82,0,20,48,10,12,20,4,6.83,1,15,"train"
6829,0,0,1,0,1,0,6,0,7,261,48,76,4,29,55,11,6,20,3,4.81,1,15,"train"
6830,0,0,0,0,1,3,6,1,4,201,79,79,3,57,68,49,40,13,6,48.29,NA,NA,"test"
6831,0,1,0,0,1,0,7,1,8,208,51,71,3,82,121,80,45,21,3,31.39,1,17,"valid"
6832,0,0,1,0,1,3,2,1,8,145,53,53,0,9,32,16,20,21,4,16.68,0,0,"train"
6833,0,0,0,1,0,2,3,1,4,237,70,75,1,30,66,14,12,34,3,6.41,0,0,"train"
6834,0,1,0,0,1,3,4,1,1,225,104,104,0,10,39,6,6,21,5,5.92,0,0,"valid"
6835,1,0,0,0,1,0,4,0,8,266,97,97,1,64,125,9,6,38,4,7.18,1,14,"valid"
6836,0,0,0,0,1,2,4,0,4,181,71,71,5,116,220,22,10,7,4,16.29,NA,NA,"test"
6837,0,0,0,1,0,2,4,1,8,186,25,37,13,69,90,12,10,17,7,11.84,0,0,"train"
6838,1,0,0,0,1,3,4,1,9,178,61,61,5,51,78,14,22,22,7,11.02,1,17,"valid"
6839,1,0,0,0,1,0,4,0,9,148,30,37,22,69,103,13,15,17,5,5.85,1,15,"train"
6840,1,0,0,0,1,0,2,1,9,175,39,43,5,76,96,21,13,22,5,16.87,1,13,"train"
6841,0,0,0,0,1,3,4,1,4,143,18,38,20,80,154,15,14,12,5,13.62,NA,NA,"test"
6842,0,0,1,0,1,0,4,1,8,110,29,35,14,65,95,25,16,13,3,15.23,1,15,"valid"
6843,0,0,0,1,1,0,3,1,3,177,81,81,1,46,65,28,14,11,7,11.36,0,0,"train"
6844,0,0,0,0,1,2,3,0,8,162,20,54,29,52,126,27,26,19,3,17.53,NA,NA,"test"
6845,0,0,0,1,0,4,3,1,8,175,30,46,25,114,176,18,12,24,3,9.55,NA,NA,"test"
6846,0,1,0,0,1,2,5,1,9,146,54,54,17,57,92,5,6,19,3,5.37,0,0,"valid"
6847,0,0,1,0,1,2,2,1,8,67,31,31,28,10,43,12,5,18,5,6.45,0,0,"valid"
6848,0,1,0,0,1,0,2,1,8,92,24,27,30,29,52,20,14,23,3,12.09,1,14,"train"
6849,1,0,0,0,1,0,4,1,3,133,35,36,20,85,96,37,21,15,4,24.18,1,14,"train"
6850,1,0,0,0,1,0,4,0,8,94,16,32,50,90,114,5,5,15,3,3.86,1,12,"train"
6851,0,0,0,0,1,2,5,0,8,140,17,29,58,34,51,12,8,20,6,11.25,NA,NA,"test"
6852,1,0,0,0,1,2,7,0,9,173,25,38,18,53,88,12,7,17,7,7.06,NA,NA,"test"
6853,0,0,1,0,1,2,4,0,8,124,25,33,25,69,101,98,37,15,6,18.47,0,0,"train"
6854,0,1,0,0,1,2,4,0,9,158,82,82,4,17,39,5,6,18,7,6.62,1,11,"valid"
6855,1,0,0,0,1,4,2,1,8,125,21,36,27,61,104,11,10,29,3,7.22,0,0,"train"
6856,0,0,0,1,0,0,2,0,2,200,43,55,14,63,130,17,11,13,6,10.76,0,0,"train"
6857,1,0,0,0,1,1,2,1,3,132,42,42,12,27,51,7,7,19,3,8.86,NA,NA,"test"
6858,0,0,0,0,0,3,7,1,9,156,33,53,19,127,360,18,11,12,6,15.18,NA,NA,"test"
6859,0,0,1,0,1,3,2,1,8,88,17,27,32,87,146,24,22,22,5,11.87,0,0,"train"
6860,0,0,0,1,1,5,3,0,9,71,13,19,57,38,58,11,10,40,5,11.78,0,0,"valid"
6861,0,1,0,0,1,2,5,0,1,140,44,67,5,53,94,22,28,22,3,8.39,NA,NA,"test"
6862,0,1,0,0,1,0,5,0,3,145,24,29,20,72,103,19,9,19,6,11.89,1,13,"train"
6863,0,1,0,0,1,1,4,1,4,182,68,83,0,125,354,12,12,26,10,12.07,NA,NA,"test"
6864,0,1,0,0,1,3,2,0,8,108,27,37,13,43,55,17,8,25,4,15.09,NA,NA,"test"
6865,1,0,0,0,1,4,3,0,8,132,18,54,20,118,163,7,4,39,3,4.31,0,0,"train"
6866,0,1,0,0,1,2,2,0,8,195,40,53,4,105,176,49,29,17,3,26.31,1,14,"train"
6867,0,0,1,0,1,3,4,0,8,76,10,26,41,42,71,5,6,19,4,5.3,0,0,"train"
6868,0,0,0,0,1,4,3,0,9,110,14,30,46,28,58,36,33,14,6,15.76,NA,NA,"test"
6869,0,0,0,0,1,3,3,1,5,62,16,17,52,34,95,16,9,12,5,7.22,NA,NA,"test"
6870,1,0,0,0,1,0,4,1,5,317,66,76,3,24,69,16,13,18,3,11.53,1,17,"train"
6871,1,0,0,0,1,0,4,0,0,416,64,79,0,30,71,11,6,17,6,7.75,1,11,"train"
6872,0,1,0,0,1,2,4,0,8,187,52,52,5,22,58,14,20,17,7,15.48,1,13,"valid"
6873,0,1,0,0,1,4,4,0,4,165,25,35,26,104,183,19,8,22,6,19.85,NA,NA,"test"
6874,0,0,1,0,1,2,4,0,8,119,26,47,15,59,252,14,14,16,3,6.31,0,0,"valid"
6875,0,0,0,1,0,0,2,0,0,140,40,40,12,109,119,6,4,22,6,4.48,0,0,"valid"
6876,0,1,0,0,0,0,4,0,9,94,38,38,12,99,171,11,9,24,5,5.62,1,13,"train"
6877,0,1,0,0,1,0,7,0,5,110,59,59,3,14,58,31,58,15,5,24.44,1,17,"valid"
6878,0,0,1,0,0,2,2,1,8,184,71,79,0,54,84,10,6,16,5,8.76,NA,NA,"test"
6879,0,1,0,0,1,0,5,1,8,135,45,45,18,46,79,29,24,18,3,13.16,1,15,"valid"
6880,0,1,0,0,1,1,4,0,8,210,42,71,6,44,62,5,4,19,3,3.42,NA,NA,"test"
6881,0,0,0,0,1,2,1,0,8,177,36,59,21,11,30,9,5,15,4,8.09,0,0,"train"
6882,0,0,1,0,1,0,2,1,6,217,45,85,9,72,151,14,14,22,5,7.76,1,16,"train"
6883,0,0,1,0,1,1,4,0,4,154,40,54,18,68,158,7,10,18,4,6.5,NA,NA,"test"
6884,1,0,0,0,1,3,1,0,9,131,28,54,27,98,129,37,18,23,7,16.7,NA,NA,"test"
6885,0,1,0,0,1,0,3,0,9,180,36,63,14,100,195,22,15,17,3,20.13,1,14,"train"
6886,1,0,0,0,1,2,4,1,8,134,27,35,8,61,70,16,19,15,6,13.93,0,0,"train"
6887,0,0,0,1,1,2,4,0,8,87,13,36,44,59,88,15,5,38,6,8.8,0,0,"train"
6888,1,0,0,0,1,5,2,1,9,201,18,62,19,113,183,8,9,13,23,5.62,NA,NA,"test"
6889,0,0,1,0,1,0,5,0,9,82,19,23,70,59,92,10,7,14,7,7.13,1,17,"train"
6890,0,0,1,0,1,2,4,1,8,247,40,88,3,78,87,16,15,20,4,8.35,0,0,"valid"
6891,0,1,0,0,1,1,5,0,8,156,32,60,13,81,118,24,19,20,6,17.93,1,15,"train"
6892,1,0,0,0,0,2,4,1,2,170,41,54,2,86,199,18,15,20,3,7.35,0,0,"train"
6893,0,1,0,0,1,2,6,0,8,121,35,35,33,41,85,5,4,14,5,3.27,1,11,"train"
6894,0,0,0,0,1,0,4,0,7,136,42,42,8,93,306,13,9,38,3,8.41,1,15,"train"
6895,0,1,0,0,1,0,4,0,8,186,39,49,13,70,88,40,30,26,7,20.18,1,15,"train"
6896,0,0,0,0,1,2,5,1,8,165,39,42,6,70,92,7,5,21,6,6.58,1,12,"train"
6897,0,1,0,0,0,3,4,0,9,141,34,44,14,23,59,21,12,15,3,7.05,0,0,"valid"
6898,0,0,0,1,1,0,5,1,7,166,41,52,4,47,68,18,9,22,6,13.74,NA,NA,"test"
6899,1,0,0,0,1,1,6,1,5,195,54,54,4,19,269,269,90,21,3,37.43,0,0,"valid"
6900,0,0,1,0,1,2,1,0,8,149,23,37,38,40,68,5,2,37,3,5.31,0,0,"train"
6901,0,0,0,0,0,0,4,0,5,146,25,48,19,50,85,16,15,24,4,14.62,0,0,"valid"
6902,0,0,0,1,0,2,4,0,8,198,73,73,7,83,104,5,6,19,6,6.37,NA,NA,"test"
6903,0,0,1,0,1,0,5,1,0,183,38,50,13,65,120,26,21,13,4,16.63,1,15,"train"
6904,0,0,1,0,0,2,6,1,6,218,53,64,7,30,63,63,34,21,6,16.23,0,0,"train"
6905,0,0,0,1,1,0,4,0,5,110,24,28,29,50,74,5,6,35,3,6.57,0,0,"train"
6906,0,1,0,0,1,3,4,1,9,135,17,51,21,117,270,13,13,16,4,7.17,1,12,"train"
6907,0,0,0,1,1,0,5,0,8,181,61,61,4,76,122,11,5,15,4,6.45,NA,NA,"test"
6908,0,0,1,0,0,0,2,1,9,129,22,49,30,55,85,13,7,39,6,8.44,NA,NA,"test"
6909,0,0,0,0,0,1,1,1,8,129,22,36,10,82,137,8,7,14,3,5.86,0,0,"train"
6910,0,1,0,0,1,5,2,0,8,108,30,46,15,35,81,11,5,21,5,5.58,0,0,"train"
6911,0,0,1,0,1,1,4,1,9,310,77,77,2,22,56,21,20,17,3,15.39,0,0,"valid"
6912,0,1,0,0,0,2,5,1,6,259,62,86,1,47,62,17,13,19,6,11.73,0,0,"valid"
6913,0,1,0,0,1,2,3,1,9,88,17,28,34,13,50,11,11,14,6,8.38,NA,NA,"test"
6914,0,0,0,0,1,2,6,1,8,205,39,65,11,38,63,17,9,16,5,12.27,NA,NA,"test"
6915,0,0,0,0,0,0,3,1,9,238,88,88,0,15,49,25,22,29,7,19.31,NA,NA,"test"
6916,1,0,0,0,1,0,5,1,7,238,53,97,1,18,47,20,7,15,7,7.98,1,14,"valid"
6917,0,1,0,0,1,2,4,1,8,249,27,65,21,58,84,18,27,10,7,19.37,NA,NA,"test"
6918,0,0,1,0,1,2,7,1,8,128,32,63,19,74,141,14,9,18,5,14.88,0,0,"train"
6919,1,0,0,0,0,0,3,0,9,155,30,47,18,112,154,17,16,22,7,13.97,0,0,"valid"
6920,0,0,0,0,1,4,2,1,8,107,31,40,7,51,108,14,6,20,5,7.71,0,0,"valid"
6921,1,0,0,0,1,0,2,1,9,164,36,51,8,31,87,81,54,20,4,40.99,1,16,"train"
6922,0,0,1,0,1,3,3,0,8,126,41,42,10,33,57,15,9,13,4,14.71,NA,NA,"test"
6923,0,0,1,0,1,2,4,0,8,207,48,48,11,54,71,10,6,20,4,6.88,1,13,"train"
6924,0,0,1,0,0,4,7,1,9,188,30,58,19,27,69,16,13,31,6,7.62,NA,NA,"test"
6925,0,1,0,0,1,2,4,0,3,155,24,34,22,48,59,13,8,13,3,8.9,0,0,"train"
6926,0,1,0,0,1,3,2,1,8,159,61,61,3,26,65,65,39,23,4,26.27,0,0,"train"
6927,0,1,0,0,1,2,5,0,9,157,19,46,22,81,86,12,7,19,6,11.99,1,14,"valid"
6928,0,0,0,1,1,1,4,0,9,163,28,54,15,41,74,23,29,22,6,17.38,1,17,"train"
6929,0,0,0,1,1,3,1,1,4,123,45,45,17,54,106,11,11,22,4,7.2,0,0,"train"
6930,0,0,1,0,1,3,4,0,8,274,44,85,1,96,239,11,6,16,3,6.26,0,0,"valid"
6931,0,0,1,0,1,1,4,0,8,198,40,52,9,70,130,32,20,13,4,12.66,1,15,"train"
6932,0,1,0,0,1,2,4,1,8,253,38,56,6,73,102,47,43,14,3,16.42,1,14,"valid"
6933,0,1,0,0,1,4,4,1,8,281,121,121,1,69,106,5,7,22,4,5.52,NA,NA,"test"
6934,1,0,0,0,1,3,5,1,8,282,50,65,0,81,230,33,26,11,5,17.91,0,0,"train"
6935,0,0,0,0,1,4,4,0,8,164,47,86,3,42,62,8,6,24,4,9.08,0,0,"valid"
6936,0,0,1,0,1,0,5,0,5,102,18,24,43,75,100,6,6,7,4,7.49,0,0,"train"
6937,0,0,0,1,1,0,4,1,9,207,63,63,5,57,75,53,38,14,6,20.33,1,20,"train"
6938,0,0,0,0,1,3,1,0,8,155,42,42,12,102,155,15,20,13,7,7.14,0,0,"train"
6939,0,1,0,0,1,2,4,1,5,199,50,50,6,104,211,18,10,22,7,8.7,1,14,"valid"
6940,0,1,0,0,1,0,3,0,9,167,38,54,6,29,37,9,7,17,4,6.86,1,12,"valid"
6941,0,0,0,1,0,0,2,0,4,60,5,22,68,12,45,17,17,15,6,8.08,0,0,"valid"
6942,0,1,0,0,1,0,1,1,1,144,50,50,8,18,42,9,9,19,6,5.79,NA,NA,"test"
6943,0,0,0,1,1,3,4,0,3,117,27,33,26,69,80,14,8,35,3,7.54,0,0,"train"
6944,0,0,0,0,1,0,2,1,8,71,21,23,31,56,116,12,9,18,4,8.55,0,0,"valid"
6945,0,0,0,0,1,2,5,0,8,259,42,68,5,9,45,14,12,8,4,11.55,0,0,"train"
6946,0,0,0,0,0,2,2,1,9,162,27,44,15,38,68,68,30,16,6,23.05,0,0,"train"
6947,1,0,0,0,1,2,4,1,8,71,20,25,31,41,61,15,16,17,3,10.72,NA,NA,"test"
6948,0,0,0,1,0,3,5,1,8,143,68,68,14,80,130,6,4,14,6,3.68,NA,NA,"test"
6949,1,0,0,0,0,0,5,1,8,106,38,38,7,42,80,69,40,22,6,16.4,0,0,"valid"
6950,0,0,0,0,1,0,6,0,8,148,29,50,21,40,85,24,19,17,3,11.27,1,15,"train"
6951,0,1,0,0,1,2,2,1,8,111,19,30,31,108,185,11,8,22,2,10.7,0,0,"train"
6952,0,1,0,0,1,2,4,1,8,140,26,43,18,30,65,22,15,21,5,10.25,NA,NA,"test"
6953,0,0,1,0,1,0,7,1,3,194,40,45,6,100,140,24,42,20,4,15.12,1,18,"train"
6954,0,0,0,1,1,0,4,0,8,146,56,66,0,50,181,181,44,13,7,17.17,1,18,"train"
6955,1,0,0,0,1,2,2,1,9,215,32,55,13,88,200,24,19,14,6,22.92,1,13,"valid"
6956,0,1,0,0,1,3,4,0,6,248,35,58,5,59,88,16,15,14,7,9.41,1,14,"valid"
6957,0,1,0,0,1,3,4,0,2,146,34,42,11,54,69,5,5,17,3,3.71,0,0,"train"
6958,0,0,0,1,1,0,3,0,4,173,105,105,2,61,200,12,5,23,5,6.96,1,18,"train"
6959,0,1,0,0,1,4,1,0,8,94,31,31,18,67,114,13,12,15,7,5.86,0,0,"train"
6960,0,0,0,1,1,4,3,0,8,182,48,48,8,68,77,14,9,12,3,9.96,0,0,"train"
6961,0,0,0,0,1,0,4,0,9,82,48,48,29,49,90,14,13,19,3,7.1,1,14,"train"
6962,0,0,0,0,1,2,4,1,8,106,18,37,33,19,46,6,2,18,4,5.45,0,0,"valid"
6963,0,0,1,0,1,2,6,1,8,114,20,25,24,37,75,5,3,19,5,5.27,NA,NA,"test"
6964,0,0,0,0,1,0,2,0,6,105,38,38,19,63,87,17,11,22,6,15.84,1,14,"train"
6965,0,1,0,0,1,4,2,1,8,184,54,66,0,10,44,6,3,13,7,3.72,0,0,"train"
6966,0,1,0,0,1,2,4,1,9,128,16,40,24,99,131,19,19,35,7,11.01,NA,NA,"test"
6967,1,0,0,0,1,1,3,0,8,122,21,40,22,101,190,4,1,19,3,3.16,1,10,"train"
6968,0,0,0,1,1,1,3,0,8,154,18,40,35,28,68,18,14,22,3,7.24,0,0,"valid"
6969,1,0,0,0,1,1,2,1,9,340,55,83,1,97,191,27,28,8,3,15.52,NA,NA,"test"
6970,1,0,0,0,1,4,4,1,9,130,29,35,27,54,76,17,13,15,6,13.81,NA,NA,"test"
6971,1,0,0,0,1,3,4,0,1,233,39,79,4,45,59,10,9,15,3,7.42,NA,NA,"test"
6972,0,0,0,1,1,0,3,1,9,121,19,23,28,106,190,25,12,14,6,15.03,1,18,"valid"
6973,0,0,0,0,1,1,6,1,8,114,23,51,20,56,71,9,7,12,5,6.7,0,0,"train"
6974,0,0,0,0,0,1,4,1,8,101,25,43,30,72,94,13,9,9,7,7.86,0,0,"valid"
6975,0,1,0,0,1,0,4,0,5,240,103,103,0,87,165,17,16,20,7,18,1,17,"train"
6976,1,0,0,0,1,0,4,0,8,108,37,53,13,97,284,5,4,20,5,8.22,1,13,"valid"
6977,0,0,0,1,1,2,3,0,8,207,65,76,0,14,49,48,14,15,4,15.68,NA,NA,"test"
6978,0,0,0,0,1,3,4,1,8,118,41,42,14,96,169,9,4,21,6,7.67,NA,NA,"test"
6979,1,0,0,0,1,1,4,1,8,219,42,45,6,82,106,14,13,10,3,11.97,NA,NA,"test"
6980,1,0,0,0,1,1,4,1,9,174,51,55,5,85,129,39,21,23,7,21.28,1,15,"train"
6981,0,1,0,0,1,1,4,0,9,93,23,27,29,40,75,13,16,16,5,8.43,1,15,"train"
6982,0,0,0,0,1,3,4,1,3,175,57,57,2,96,178,7,7,22,6,5.05,NA,NA,"test"
6983,1,0,0,0,1,0,4,1,8,144,29,42,17,66,100,16,18,18,3,10.66,1,14,"train"
6984,0,1,0,0,1,3,2,1,8,136,16,49,46,102,561,20,14,34,3,9.35,NA,NA,"test"
6985,0,0,0,0,1,0,5,0,6,171,49,51,6,42,96,22,8,30,7,11.42,1,16,"train"
6986,0,1,0,0,1,0,7,0,8,134,30,30,18,48,75,5,5,14,7,5.51,0,0,"train"
6987,0,0,0,1,1,1,6,0,1,249,56,82,3,50,69,6,5,37,4,5.85,0,0,"valid"
6988,0,0,0,0,1,3,4,1,8,153,49,49,13,26,51,7,6,19,3,6.44,0,0,"train"
6989,1,0,0,0,1,5,2,1,0,149,37,53,25,10,54,54,39,28,5,25.73,NA,NA,"test"
6990,0,0,0,1,1,0,2,0,8,160,37,63,8,91,95,17,27,19,6,11.99,1,16,"valid"
6991,0,0,0,1,1,4,1,0,9,134,23,39,12,80,157,26,17,13,4,17.15,0,0,"train"
6992,1,0,0,0,1,0,2,1,9,107,24,32,22,124,141,69,18,25,7,26.49,0,0,"train"
6993,0,1,0,0,1,3,4,1,7,131,22,28,17,37,77,13,10,23,5,8.84,1,13,"train"
6994,0,0,0,0,1,4,6,0,5,221,43,55,6,49,57,20,17,9,3,12.88,0,0,"train"
6995,0,0,1,0,1,0,4,1,5,153,35,62,4,40,59,59,32,13,5,23.87,1,16,"valid"
6996,0,0,0,0,1,2,5,0,8,131,23,50,35,34,52,9,13,23,7,6.48,0,0,"valid"
6997,0,1,0,0,1,2,4,0,8,166,38,42,9,89,107,26,18,23,3,20.46,1,14,"train"
6998,0,1,0,0,1,0,5,1,8,177,29,53,4,18,44,27,26,14,4,18.58,1,15,"train"
6999,0,1,0,0,1,3,4,1,8,142,53,53,7,82,150,10,7,21,4,5.37,0,0,"train"
7000,1,0,0,0,0,2,5,1,8,196,52,59,13,109,217,15,9,23,14,11.05,0,0,"valid"
7001,0,0,0,1,1,2,2,1,9,82,22,26,32,86,126,28,31,14,6,18.49,0,0,"train"
7002,0,1,0,0,1,0,2,1,4,173,36,68,6,64,118,26,23,19,3,18.31,1,17,"valid"
7003,0,0,0,0,1,2,4,1,1,212,97,97,1,62,151,4,2,13,6,2.78,0,0,"train"
7004,0,0,1,0,1,1,3,0,9,276,41,62,4,114,358,49,26,15,5,11.66,1,16,"train"
7005,0,1,0,0,1,0,5,1,9,125,23,24,42,20,136,136,54,23,3,26.23,1,17,"train"
7006,0,0,0,0,1,3,4,1,8,169,39,67,8,40,52,12,8,31,6,5.48,NA,NA,"test"
7007,0,0,0,1,0,2,3,1,0,163,31,51,18,86,96,14,14,14,7,11.14,0,0,"train"
7008,0,0,0,1,1,4,4,0,9,215,63,69,2,79,168,17,16,20,3,10.95,0,0,"valid"
7009,0,0,0,1,1,2,1,0,0,360,60,82,1,84,209,59,52,14,3,31.19,0,0,"valid"
7010,0,0,1,0,1,0,6,0,9,201,30,55,4,36,59,31,25,38,7,17.92,0,0,"train"
7011,0,1,0,0,1,2,3,1,2,159,49,51,4,89,279,23,10,17,6,12.77,1,12,"train"
7012,1,0,0,0,1,2,4,1,3,222,70,70,5,90,249,8,7,8,5,6.28,0,0,"train"
7013,0,1,0,0,1,3,4,1,9,126,46,46,21,14,42,41,21,23,3,13.01,1,15,"valid"
7014,0,0,1,0,1,1,4,0,5,204,64,64,3,94,140,25,21,17,6,11.21,1,17,"train"
7015,1,0,0,0,0,2,4,0,8,141,18,32,22,112,229,13,8,18,3,8.43,0,0,"train"
7016,0,0,1,0,1,0,4,1,9,75,20,27,33,64,107,6,5,22,4,3.01,1,14,"train"
7017,0,0,0,0,1,4,4,1,8,92,25,32,20,24,64,14,13,28,3,12.31,0,0,"valid"
7018,1,0,0,0,1,3,4,0,9,391,82,106,0,93,199,54,25,19,3,36.66,1,15,"valid"
7019,0,1,0,0,1,0,4,0,9,170,47,47,8,57,118,23,22,27,3,13.39,1,15,"train"
7020,1,0,0,0,1,0,3,1,9,139,37,37,14,98,224,15,15,21,3,17.21,1,14,"train"
7021,0,0,0,0,1,2,5,1,6,135,41,44,9,15,42,6,2,14,12,3.92,NA,NA,"test"
7022,0,1,0,0,1,2,4,1,8,124,42,42,8,77,200,20,19,14,5,15.31,1,15,"train"
7023,0,0,0,1,1,2,1,1,9,111,23,31,35,98,115,4,2,27,6,5.66,0,0,"valid"
7024,0,1,0,0,1,0,3,1,8,142,38,39,14,39,74,39,27,14,6,13.1,1,16,"train"
7025,0,1,0,0,0,2,5,1,3,176,26,53,10,20,46,28,16,15,3,14.92,0,0,"train"
7026,1,0,0,0,1,0,1,0,8,125,41,41,17,26,91,28,11,21,10,13.97,1,13,"train"
7027,0,0,1,0,1,1,4,1,9,184,79,79,1,52,63,7,10,19,5,5.65,NA,NA,"test"
7028,0,0,1,0,0,3,4,1,4,315,55,55,1,115,366,11,8,15,7,7.23,0,0,"train"
7029,1,0,0,0,1,2,4,0,6,213,42,42,11,84,153,14,14,20,3,10.4,1,14,"train"
7030,0,0,1,0,1,3,4,0,8,135,19,50,36,41,59,13,5,15,4,10.3,NA,NA,"test"
7031,0,1,0,0,1,2,4,0,8,278,37,83,12,81,127,13,10,19,6,10.35,1,13,"train"
7032,1,0,0,0,0,3,5,1,8,161,37,48,22,77,83,19,10,17,5,10.7,NA,NA,"test"
7033,0,0,0,1,1,2,4,0,8,104,24,49,24,19,55,4,3,25,5,4.04,0,0,"train"
7034,0,0,0,0,1,0,3,0,8,377,233,233,1,90,86,20,9,14,6,13.15,1,15,"train"
7035,0,0,0,1,1,3,3,1,8,203,39,63,9,73,107,18,12,23,7,8.37,0,0,"train"
7036,0,0,0,1,1,2,4,0,8,173,38,49,4,69,115,6,9,19,5,8.44,0,0,"valid"
7037,0,1,0,0,1,2,3,0,5,220,126,126,0,7,64,56,64,22,3,23.64,NA,NA,"test"
7038,0,0,0,0,1,0,6,0,8,145,23,52,27,28,73,5,6,20,5,5.05,NA,NA,"test"
7039,0,0,0,0,0,2,6,0,9,110,16,28,52,50,81,10,6,9,7,9.93,NA,NA,"test"
7040,0,1,0,0,1,1,4,1,9,146,60,60,9,30,51,8,5,22,4,10.86,1,13,"train"
7041,0,0,0,0,0,4,5,1,4,298,47,74,2,121,315,5,7,21,10,4.17,NA,NA,"test"
7042,0,0,0,0,0,3,5,1,9,175,26,66,11,62,76,74,19,28,3,19.62,0,0,"train"
7043,0,0,0,0,1,2,4,1,9,205,24,63,16,90,187,43,51,19,3,16.59,0,0,"train"
7044,0,0,1,0,1,0,5,0,9,176,31,53,17,74,141,15,25,21,5,8.52,1,16,"train"
7045,0,0,0,1,0,4,6,1,9,133,43,46,6,26,66,15,21,18,5,20.28,NA,NA,"test"
7046,0,1,0,0,1,2,4,1,9,115,36,42,33,116,196,13,16,12,6,9.72,1,14,"train"
7047,0,1,0,0,1,0,3,0,8,155,37,37,11,63,163,11,10,19,6,9.86,1,13,"train"
7048,0,0,0,1,1,5,6,0,4,247,27,45,14,63,117,16,13,18,4,10.74,NA,NA,"test"
7049,0,0,0,1,1,0,2,1,8,252,39,78,7,13,54,5,4,20,6,5.26,1,12,"train"
7050,0,0,0,0,1,1,3,0,5,197,46,62,14,98,94,15,7,35,3,7.33,0,0,"valid"
7051,0,0,1,0,1,5,2,1,8,232,36,54,5,79,153,17,13,20,4,24.9,0,0,"valid"
7052,0,0,0,0,1,3,6,0,3,212,39,51,8,81,107,20,10,16,4,12.57,NA,NA,"test"
7053,0,1,0,0,1,2,3,1,8,150,25,67,14,74,173,21,14,20,6,10.74,1,12,"train"
7054,1,0,0,0,1,1,4,1,4,141,17,49,44,103,307,9,8,22,3,6.83,1,14,"train"
7055,0,0,0,0,1,4,2,0,8,85,10,23,55,19,56,24,33,14,5,15.78,0,0,"train"
7056,0,0,0,1,0,3,5,0,8,217,39,62,1,81,119,87,41,22,4,30.23,NA,NA,"test"
7057,0,0,0,0,1,1,3,1,9,299,60,64,3,88,140,8,10,24,3,6.93,0,0,"valid"
